protein1	protein2	label	predict	predict_probability
AT1G55550	TEV_P3N-PIPO	0	0	0.00019724068988580257
AT2G45405	CaLCuV_Q96702	0	0	0.00021381801343522966
AT2G47350	TuMV_CI	0	0	0.01481190137565136
AT5G28750	TEV_NIa-Pro	0	0	0.022653115913271904
AT2G21720	CaLCuV_Q96705	0	0	0.0003733305202331394
AT1G03900	TEV_NIa-Pro	0	0	0.0036655436269938946
AT2G46090	CaLCuV_Q96706	0	0	0.040037572383880615
AT4G40090	TEV_VPg	0	0	0.03548525273799896
AT5G25480	TuMV_CP	0	0	0.0006458452553488314
AT5G64710	TEV_VPg	0	0	0.000730296946130693
AT3G44070	CaLCuV_Q96707	0	0	0.005366155877709389
AT5G40750	TuMV_6K1	0	0	0.0007064328528940678
AT2G44330	TuMV_6K1	0	0	0.0009359460673294961
AT1G13690	TuMV_P3	0	0	0.001563137979246676
AT2G21330	TEV_NIa-Pro	1	1	0.9881806373596191
AT4G28030	TuMV_P3	0	0	0.0021560315508395433
AT3G10960	TuMV_6K1	0	0	0.0006132067646831274
AT5G48650	TEV_NIa-Pro	0	0	0.002026740927249193
AT2G24670	TuMV_P3	0	0	0.0001833040005294606
AT2G43490	TEV_P3N-PIPO	0	0	0.00020187057089060545
AT4G08180	TEV_P3N-PIPO	0	0	0.00029399554478004575
AT1G73720	TEV_P3N-PIPO	0	0	0.006402004510164261
AT4G24580	TEV_VPg	0	0	0.008243181742727757
AT5G58290	TEV_VPg	1	0	0.2012527585029602
AT2G12550	TEV_P3N-PIPO	0	0	0.00022750643256586045
AT1G63930	TuMV_6K1	0	0	0.00672714551910758
AT3G66652	TEV_NIa-Pro	0	0	0.0019455308793112636
AT5G58080	TuMV_NIb	0	0	0.012177745811641216
AT2G18000	CaLCuV_Q96705	0	0	0.0006773684872314334
AT5G12340	CaLCuV_Q96705	0	0	0.0005278151365928352
AT1G49320	TuMV_CP	0	0	0.0006332482444122434
AT2G33350	TuMV_NIb	0	0	0.09911629557609558
AT5G44610	TEV_VPg	0	0	0.010407185181975365
AT2G26280	TEV_NIa-Pro	0	0	0.006217779591679573
AT3G56930	TuMV_NIb	0	0	0.03556717559695244
AT2G07827	TuMV_6K1	0	0	0.00016669345495756716
AT2G46980	TuMV_P3	0	0	0.00026977865491062403
AT3G22170	TEV_NIa-Pro	0	0	0.0024872098583728075
AT5G06043	TuMV_CI	1	0	0.000946196261793375
AT4G25380	TGMV_P03562	0	0	0.0068045724183321
AT5G43240	CaLCuV_Q96706	0	0	0.007821067236363888
AT5G13290	BCTV_P14984	0	0	0.004548853263258934
ATCG00650	TuMV_CI	0	0	0.051606591790914536
AT1G11770	TuMV_NIb	1	1	0.6962971687316895
AT2G28050	TEV_VPg	0	0	0.004706158302724361
AT1G53480	TEV_VPg	0	0	0.0013418856542557478
AT5G53920	TuMV_P3	0	0	0.0004209048638585955
AT2G28070	TuMV_6K2	0	0	0.0006535840802825987
AT3G27270	CaLCuV_Q96705	0	0	0.001608581282198429
AT1G17760	CaLCuV_Q96706	0	0	0.08553802967071533
AT4G21585	TEV_P3N-PIPO	0	0	0.00039662455674260855
AT3G06320	TYLCSV_P27266	0	0	0.03790180757641792
AT1G08700	TEV_NIa-Pro	0	0	0.006711023859679699
AT3G52090	CaLCuV_Q96706	0	0	0.026126520708203316
AT1G50380	TEV_VPg	0	0	0.014733957126736641
AT2G18470	TuMV_NIb	1	0	0.4932938516139984
AT2G25180	TEV_NIa-Pro	0	0	0.003427793737500906
AT1G43770	TuMV_CP	0	0	0.000216217857087031
AT1G12370	TuMV_6K1	0	0	0.0009084005723707378
AT3G62380	TuMV_NIb	0	0	0.006478968542069197
AT5G45610	TEV_VPg	0	0	0.0022430792450904846
AT5G14780	CaLCuV_Q96705	0	0	0.010414356365799904
AT3G52210	TEV_NIa-Pro	0	0	0.0043392968364059925
AT3G11180	TuMV_6K2	0	0	0.0010511967120692134
AT2G39730	TEV_NIa-Pro	1	1	0.9850175976753235
AT3G48880	TuMV_P3	0	0	0.00045968740596435964
AT3G02420	CaLCuV_Q96705	0	0	0.0058637564070522785
AT5G48400	TEV_NIa-Pro	0	0	0.001969381235539913
AT3G18550	TEV_NIa-Pro	0	0	0.0010880200425162911
AT1G28320	TEV_VPg	0	0	0.0017663385951891541
AT5G46297	TEV_P3N-PIPO	0	0	0.000293714547296986
AT2G20540	TEV_VPg	0	0	0.0007667091558687389
AT1G27380	TEV_VPg	0	0	0.0008892792975530028
AT2G01590	TEV_NIa-Pro	0	0	0.003997531719505787
AT1G60900	TEV_P3N-PIPO	0	0	0.0005911263870075345
AT1G71730	TEV_NIa-Pro	0	0	0.01599894091486931
AT3G30247	TEV_VPg	0	0	0.0007892520516179502
AT5G49910	TEV_NIa-Pro	1	1	0.9760825634002686
AT3G02242	CaLCuV_Q96707	0	0	0.0046752565540373325
AT1G07850	PVX_P07699	0	0	0.0011176111875101924
AT2G21690	TuMV_NIb	0	0	0.005227480083703995
AT2G33490	TuMV_NIb	0	0	0.03863496705889702
AT5G37420	TuMV_P3	0	0	0.00031043318449519575
AT2G20380	TuMV_6K2	0	0	0.002031272277235985
AT4G03565	CaLCuV_Q96707	0	0	0.0035125245340168476
AT4G15530	TuMV_NIb	1	1	0.8236156702041626
AT3G21295	TEV_NIa-Pro	0	0	0.01445381622761488
AT4G40090	CaLCuV_Q96705	0	0	0.0016503878869116306
AT2G23380	TuMV_NIb	0	0	0.055562425404787064
AT1G08610	TuMV_P3	0	0	0.0002408037835266441
AT3G10920	TEV_NIa-Pro	0	1	0.6842721700668335
AT2G48010	TEV_P3N-PIPO	0	0	0.0002979326236527413
AT5G67240	TEV_P3N-PIPO	0	0	0.00022126760450191796
AT5G23700	TuMV_NIb	0	0	0.08926492184400558
AT1G55220	CaMV_P03542	0	0	0.0005822451203130186
AT1G12470	TuMV_NIb	0	0	0.12540747225284576
AT4G34140	TuMV_CI	0	0	0.0023946522269397974
AT3G01670	TEV_NIa-Pro	0	0	0.0018393602222204208
AT3G18518	CaLCuV_Q96705	0	0	0.00034980589407496154
AT4G22115	CaLCuV_Q96707	0	0	0.008412539958953857
AT5G25630	TuMV_NIb	0	0	0.0072809671983122826
AT5G40250	CaLCuV_Q96702	0	0	0.00076638552127406
AT1G19500	TuMV_CI	0	0	0.008834348060190678
AT2G36026	TEV_NIa-Pro	0	0	0.0024686241522431374
AT4G01790	TuMV_6K1	0	0	0.0004935301840305328
AT1G03055	CaLCuV_Q96707	0	0	0.03331991657614708
AT5G62820	TuMV_CP	0	0	0.0011179236462339759
AT1G08110	PVX_P07698	0	0	0.03955251723527908
AT3G55520	CaLCuV_Q96705	0	0	0.0011612888192757964
AT1G57770	TuMV_CP	0	0	0.001348012243397534
AT1G26090	TEV_VPg	0	0	0.025628717616200447
AT5G14540	TuMV_NIb	0	0	0.03442510962486267
AT2G40630	TEV_VPg	0	0	0.0026912521570920944
AT1G01290	TuMV_CP	0	0	0.0008350154384970665
AT1G26110	TuMV_NIb	0	0	0.223066508769989
AT3G25430	TEV_NIa-Pro	0	0	0.003069019876420498
AT2G01150	TEV_NIa-Pro	0	0	0.0018708612769842148
AT5G17540	TEV_VPg	0	0	0.014358979649841785
AT4G32670	TuMV_CI	0	0	0.003640896175056696
AT1G31330	TEV_NIa-Pro	1	0	0.11375056207180023
ATMG00650	TuMV_6K1	0	0	0.0014078825479373336
AT5G03160	TuMV_CI	1	0	0.0029925925191491842
AT4G05530	TEV_VPg	0	0	0.10709811747074127
AT5G02020	TuMV_6K1	0	0	0.007216217461973429
AT5G13730	CaMV_P03549	0	0	0.0006570265395566821
AT3G06670	TuMV_CI	0	0	0.0048505584709346294
AT5G42785	TuMV_6K2	0	0	0.0004111539456062019
AT5G22130	TEV_VPg	0	0	0.0030293683521449566
AT3G10180	TEV_VPg	0	0	0.002491285325959325
AT4G00180	CaLCuV_Q96706	0	0	0.11094457656145096
AT3G19950	TuMV_NIb	0	0	0.17166371643543243
AT1G02150	TEV_P3N-PIPO	0	0	0.0002386525011388585
AT5G09805	TuMV_6K2	0	0	0.00042769729043357074
AT1G64550	BCTV_Q91J29	0	0	0.004121388308703899
AT5G52800	TuMV_CI	0	0	0.002516186563298106
AT2G14900	TEV_P3N-PIPO	0	0	0.0004648805770557374
AT5G16390	TEV_VPg	1	1	0.6264519691467285
AT1G31440	TuMV_CP	0	0	0.0008676799479871988
AT3G22310	TuMV_NIb	1	1	0.7076832056045532
AT2G37970	PVX_P09395	0	0	0.0015736117493361235
AT4G38590	CaLCuV_Q96705	0	0	0.0005081768613308668
AT3G59290	TEV_P3N-PIPO	0	0	0.0004482438089326024
AT5G51120	TuMV_P3	0	0	0.0015519550070166588
AT1G09195	TYLCV_P27256	0	0	0.004191946238279343
AT2G18070	TuMV_NIb	0	0	0.0017183437012135983
AT3G46580	TuMV_CP	0	0	0.00456199562177062
AT4G02910	TuMV_P3	0	0	0.00023605342721566558
AT2G40620	TMV_P03583	0	0	0.002058731857687235
AT1G29560	TEV_P3N-PIPO	0	0	0.00018934965191874653
AT2G36870	TuMV_CI	0	0	0.2566888928413391
AT5G51110	TuMV_CI	1	0	0.2892320454120636
AT2G11270	TuMV_CP	0	0	0.00042467968887649477
AT1G17140	TEV_VPg	0	0	0.003738205647096038
AT3G01415	TEV_VPg	0	0	0.007018252741545439
AT2G40580	TEV_P3N-PIPO	0	0	0.00017217168351635337
AT1G20687	TuMV_NIb	0	0	0.030574273318052292
AT1G13870	TEV_VPg	0	0	0.0014345468953251839
AT5G60390	TEV_NIa-Pro	1	1	0.9557179808616638
AT5G48655	TuMV_CP	0	0	0.0006970223621465266
AT5G05520	TEV_NIa-Pro	0	0	0.013433663174510002
AT2G04240	TEV_P3N-PIPO	0	0	0.0016178879886865616
AT4G25130	TEV_VPg	1	0	0.4160706698894501
AT1G71430	BCTV_Q91J29	0	0	0.0033723576925694942
AT5G15760	TEV_NIa-Pro	0	0	0.029303956776857376
AT2G32220	TuMV_P3	0	0	0.05254639312624931
AT1G20770	TEV_NIa-Pro	0	0	0.004390262067317963
AT3G52526	TuMV_6K1	0	0	0.00026424945099279284
AT5G37440	TuMV_NIb	0	0	0.01624498888850212
AT3G02125	CaLCuV_Q96707	0	0	0.002400477882474661
AT3G51100	TuMV_6K1	0	0	0.0008366095134988427
AT1G11190	CMV_Q00271	0	0	0.00789757538586855
AT1G21740	TuMV_CI	0	0	0.003465687157586217
AT1G13330	CaLCuV_Q96707	0	0	0.01443515531718731
AT1G26773	TuMV_P3	0	0	0.0005538489785976708
AT3G27320	TEV_VPg	0	0	0.03211122751235962
AT5G20350	CaLCuV_Q96706	0	0	0.07097843289375305
AT3G56910	PVX_P0C787	0	0	0.0025206352584064007
AT5G06160	TEV_P3N-PIPO	0	0	0.0006334271747618914
AT1G08540	CaLCuV_Q96707	0	0	0.03681997209787369
AT1G80370	TuMV_NIb	0	0	0.23190639913082123
AT3G28925	TuMV_6K2	0	0	0.00021399544493760914
AT5G16550	CaLCuV_Q96706	0	0	0.05740748718380928
AT5G06140	TEV_P3N-PIPO	0	0	0.0004444544611033052
AT5G25940	TEV_P3N-PIPO	0	0	0.0006816347595304251
AT1G21528	TEV_NIa-Pro	0	0	0.0006314459023997188
AT4G30097	TEV_VPg	0	0	0.0009150177356787026
AT1G04830	TEV_VPg	0	0	0.0037027117796242237
AT3G21530	TuMV_P3	0	0	0.0003901188028976321
AT1G72320	TEV_VPg	0	0	0.0012927872594445944
AT2G17230	TEV_NIa-Pro	0	0	0.015521627850830555
AT5G62810	CaMV_P03542	0	0	0.003161804284900427
AT5G42660	TuMV_6K1	0	0	0.0002798449422698468
AT3G08500	CaLCuV_Q96706	0	0	0.030396439135074615
ATCG00120	TuMV_6K1	0	0	0.02461981028318405
AT2G01710	TEV_NIa-Pro	0	0	0.004057506565004587
AT4G08869	CaLCuV_Q96702	0	0	0.0002913253556471318
AT5G04140	TEV_VPg	0	1	0.9315913915634155
AT4G27040	TuMV_6K2	1	0	0.000464091805042699
AT4G35050	TEV_NIa-Pro	0	0	0.01752776838839054
AT1G16380	TuMV_6K1	0	0	0.0005084986332803965
AT5G15930	TEV_NIa-Pro	0	0	0.00294378655962646
AT5G65700	TMV_P03583	1	0	0.00130197883117944
AT3G21170	TuMV_6K1	0	0	0.0012538646114990115
AT1G22180	TuMV_CI	0	0	0.01971041038632393
AT1G18197	TuMV_CP	0	0	0.0008699321188032627
AT2G24535	TuMV_CP	0	0	0.00031443944317288697
AT2G20540	TuMV_NIb	0	0	0.0044050058349967
AT5G16610	TuMV_NIb	0	0	0.020802022889256477
AT2G28605	TuMV_CI	0	0	0.10969461500644684
AT1G06045	TEV_P3N-PIPO	0	0	0.00017625238979235291
AT3G51260	TuMV_P3	0	0	0.003932468127459288
AT3G04943	TuMV_P3	0	0	0.00048643318586982787
AT2G19090	TuMV_6K1	0	0	0.000574682664591819
AT5G44350	TuMV_CP	0	0	0.000591898977290839
AT5G52040	TEV_P3N-PIPO	0	0	0.0010447053937241435
AT2G11205	TEV_P3N-PIPO	0	0	0.0003200845967512578
AT5G64570	TuMV_NIb	0	0	0.23092155158519745
AT3G17340	CaLCuV_Q96706	0	0	0.03080948442220688
AT3G52300	TuMV_NIb	0	0	0.056591346859931946
AT5G18950	TEV_NIa-Pro	0	0	0.001949065481312573
AT2G03320	TEV_NIa-Pro	0	0	0.0004053778247907758
AT1G03250	TEV_NIa-Pro	0	0	0.0017437621718272567
AT5G01010	TEV_P3N-PIPO	0	0	0.00024062590091489255
AT3G17590	CaMV_P13218	0	0	0.029814768582582474
AT3G54890	TEV_VPg	1	1	0.8955153822898865
AT5G60670	TEV_NIa-Pro	1	0	0.30692335963249207
AT3G10880	TuMV_CP	0	0	0.0003627022379077971
AT3G16700	TuMV_6K1	0	0	0.0005808413261547685
AT1G79930	CaLCuV_Q96706	1	0	0.17204688489437103
AT1G31480	TEV_P3N-PIPO	0	0	0.000284357403870672
AT4G02480	TuMV_NIb	1	0	0.14123477041721344
AT3G25910	CaLCuV_Q96707	0	0	0.011203061789274216
AT1G29320	TuMV_6K1	0	0	0.0002063065767288208
AT2G30160	TuMV_P3	0	0	0.0016505897510796785
AT3G15190	TuMV_NIb	1	0	0.19924673438072205
AT1G03990	TEV_P3N-PIPO	0	0	0.00027138556470163167
AT1G58470	TuMV_NIb	0	0	0.031238514930009842
AT5G43840	TuMV_P3	0	0	0.0005041706026531756
AT5G56200	TuMV_P3	0	0	0.0002089603804051876
AT2G25660	CMV_P06011	0	0	0.0005028970190323889
AT1G52560	TuMV_NIb	0	0	0.3732292950153351
AT1G08710	TuMV_CI	0	0	0.002431314205750823
AT2G37430	TuMV_6K1	0	0	0.0006020261207595468
AT5G61120	TEV_VPg	0	0	0.0009478407446295023
AT1G29070	TuMV_P3	0	0	0.003935494925826788
AT5G56220	TEV_P3N-PIPO	0	0	0.00021301789092831314
AT4G17230	PVX_P09395	0	0	0.014615806750953197
AT3G01500	TEV_NIa-Pro	1	1	0.9366544485092163
AT1G16360	CaLCuV_Q96702	0	0	0.001676396350376308
AT5G54850	TEV_P3N-PIPO	0	0	0.00015984622586984187
AT2G32780	TEV_VPg	0	0	0.0006404292653314769
AT3G56170	TuMV_6K1	0	0	0.0004222264396958053
AT4G25630	TuMV_CI	0	0	0.16421769559383392
AT3G25400	TuMV_6K2	0	0	0.0005366683471947908
AT5G11150	TEV_VPg	0	0	0.09601739048957825
AT4G31360	TEV_VPg	0	0	0.02412763237953186
AT2G13125	TEV_VPg	0	0	0.0005845329142175615
AT1G71030	CaLCuV_Q96702	0	0	0.00037929974496364594
AT3G24500	TEV_P3N-PIPO	0	0	0.0026319881435483694
AT5G61000	TuMV_CI	0	0	0.017220385372638702
AT3G54870	TEV_NIa-Pro	0	0	0.0014398873317986727
AT5G14450	TuMV_6K1	0	0	0.0018104729242622852
AT5G08730	TEV_P3N-PIPO	0	0	0.00018182871281169355
ATCG00280	TEV_VPg	1	1	0.9732301235198975
AT5G65540	TuMV_NIb	0	0	0.07014202326536179
AT1G06060	MYMIV_Q917N8	0	0	0.016961639747023582
AT5G63063	TEV_NIa-Pro	0	0	0.0006310687167569995
AT2G15560	TuMV_CP	0	0	0.0004437430470716208
AT3G60650	TEV_VPg	0	0	0.0008785755489952862
ATCG00530	TEV_VPg	0	0	0.05164742469787598
AT1G70250	TuMV_NIb	0	0	0.03159210458397865
AT1G71880	CaLCuV_Q96707	0	0	0.06039183959364891
AT1G65484	TuMV_6K2	0	0	0.0002801471564453095
AT1G70730	TEV_NIa-Pro	1	0	0.19140608608722687
AT1G65700	TuMV_CI	0	0	0.08705946803092957
AT1G09340	TEV_NIa-Pro	1	0	0.12367948889732361
AT2G29210	TuMV_CP	0	0	0.0015272879973053932
AT1G18975	TuMV_CP	0	0	0.0003538337186910212
AT1G68280	TuMV_CI	0	0	0.008785837329924107
AT4G09160	TuMV_CP	0	0	0.0006745028076693416
AT2G07787	TuMV_NIb	1	0	0.007965833880007267
AT3G10350	TEV_NIa-Pro	0	0	0.0569283664226532
AT5G15280	TuMV_CI	0	0	0.002175668952986598
AT1G76920	RSV_Q00844	0	0	0.0011775257298722863
AT3G53040	TuMV_P3	0	0	0.004443795420229435
AT5G55530	TuMV_6K2	0	0	0.0007804552442394197
AT1G62130	TuMV_P3	0	0	0.0002601157466415316
AT1G72870	TEV_P3N-PIPO	0	0	0.00029645441100001335
AT1G43710	TuMV_P3	0	0	0.0014994814991950989
AT5G09850	CaLCuV_Q96705	0	0	0.0008032435434870422
AT1G11320	TuMV_NIb	0	0	0.01616927981376648
AT2G02023	TEV_VPg	0	0	0.0009152295533567667
AT2G30680	TuMV_NIb	0	0	0.01076172012835741
AT4G18630	TuMV_CI	0	0	0.0011146935867145658
AT4G22467	CaLCuV_Q96702	0	0	0.0004787182551808655
AT5G22800	CaLCuV_Q96702	0	0	0.0002711355045903474
AT1G12380	TEV_VPg	0	0	0.0033156229183077812
AT3G15130	TuMV_6K2	0	0	0.00036731804721057415
AT2G35230	TEV_NIa-Pro	0	0	0.01876593381166458
AT1G55900	TuMV_NIb	0	0	0.4624041020870209
AT2G31082	TuMV_6K2	0	0	0.0003865038452204317
AT1G72750	TEV_VPg	1	0	0.016692036762833595
AT1G28230	CaLCuV_Q96706	1	1	0.8978422284126282
AT2G07628	TEV_P3N-PIPO	0	0	0.000200248570763506
AT2G46240	TuMV_CI	0	0	0.0018954789265990257
AT2G43690	TuMV_CP	0	0	0.0005410657031461596
AT4G03520	TuMV_CI	1	0	0.13412883877754211
AT2G39800	TEV_P3N-PIPO	0	0	0.002584972884505987
AT5G09860	TEV_VPg	0	0	0.004243742674589157
AT1G31290	PVX_P09396	1	0	0.01935512013733387
AT1G25260	TEV_VPg	0	0	0.01604674756526947
AT1G49850	TEV_NIa-Pro	0	0	0.0014132895739749074
AT4G17840	TEV_P3N-PIPO	0	0	0.0003326683072373271
AT1G56070	TEV_NIa-Pro	1	0	0.22117237746715546
AT1G68330	TYLCSV_P27266	0	0	0.0025159281212836504
AT4G14520	CaLCuV_Q96702	0	0	0.00029347691452130675
AT5G35520	TuMV_6K1	0	0	0.0006577257881872356
AT5G57180	TuMV_CI	0	0	0.0038263879250735044
AT2G04137	TuMV_CI	0	0	0.002013776684179902
AT5G49030	TuMV_CI	0	0	0.1199837476015091
AT5G54745	TuMV_CI	0	0	0.003975021652877331
AT4G24410	TEV_P3N-PIPO	0	0	0.0003863968304358423
AT5G16500	TuMV_6K1	0	0	0.0003356511297170073
AT5G16300	TuMV_CP	0	0	0.0020107899326831102
AT5G37440	TuMV_CI	0	0	0.0031075235456228256
AT3G57250	TEV_VPg	0	0	0.001021768432110548
AT4G32770	TuMV_CI	0	0	0.050866544246673584
AT2G20890	TEV_VPg	1	0	0.26239973306655884
AT2G16005	TuMV_NIb	0	0	0.04726741462945938
AT3G05350	TEV_P3N-PIPO	0	0	0.0002944345469586551
AT1G05760	MYMIV_Q917N3	0	0	0.0016452661948278546
AT4G24800	CaLCuV_Q96706	0	0	0.04871422424912453
AT5G03670	TuMV_NIb	0	0	0.02349911443889141
AT1G32070	CaLCuV_Q96706	1	0	0.038650598376989365
AT4G33990	TEV_P3N-PIPO	0	0	0.000306913600070402
AT5G05300	CaLCuV_Q96707	0	0	0.02184615284204483
AT1G06000	TuMV_CI	0	0	0.011241862550377846
AT1G21620	TEV_P3N-PIPO	0	0	0.0002484211581759155
AT1G69760	TEV_VPg	0	0	0.0017302673077210784
AT5G20640	CMV_P06011	0	0	0.0012194175506010652
AT2G01570	TEV_NIa-Pro	0	0	0.11408596485853195
AT5G53860	TEV_NIa-Pro	0	0	0.06897900253534317
AT2G46620	TEV_NIa-Pro	0	0	0.0038047346752136946
AT4G26920	TEV_P3N-PIPO	0	0	0.00023534127103630453
AT5G20370	TuMV_6K1	0	0	0.00026691038510762155
AT5G56520	TEV_NIa-Pro	0	0	0.001110290177166462
AT5G03560	TuMV_6K2	0	0	0.0024233690928667784
AT1G62250	TEV_VPg	0	0	0.0016769686480984092
AT5G28050	TuMV_CI	0	0	0.026779290288686752
AT4G33540	CaLCuV_Q96706	0	0	0.07181054353713989
AT3G15380	TuMV_CI	0	0	0.0034652063623070717
AT4G04640	TuMV_NIb	0	1	0.9192649722099304
AT4G30600	CaLCuV_Q96706	0	0	0.06206885725259781
AT1G19080	TuMV_NIb	0	0	0.22725890576839447
ATCG00810	TEV_NIa-Pro	0	0	0.07726547122001648
AT4G08580	TuMV_6K1	0	0	0.000743979646358639
AT5G26760	TuMV_CP	0	0	0.00024232133000623435
AT2G28700	TuMV_6K1	0	0	0.0005100641283206642
AT1G14687	TEV_P3N-PIPO	0	0	0.00022955748136155307
AT1G69310	TuMV_CP	0	0	0.001119806431233883
AT2G46490	TuMV_6K1	0	0	0.00033102292218245566
AT5G56090	TuMV_6K2	0	0	0.002730039646849036
AT1G06570	TEV_NIa-Pro	0	0	0.05156119540333748
AT4G20830	TEV_P3N-PIPO	0	0	0.0007338287541642785
AT1G64200	TEV_VPg	0	0	0.00495749618858099
AT3G17700	TuMV_CI	0	0	0.003502320032566786
AT3G43920	TuMV_6K1	0	0	0.00021374238713178784
AT2G30980	TuMV_P3	0	0	0.039235033094882965
AT1G70070	TuMV_CI	0	0	0.01856282912194729
AT2G24540	TEV_NIa-Pro	0	0	0.00420472864061594
AT5G13170	TuMV_P3	1	0	0.0020341130439192057
AT3G06290	TEV_NIa-Pro	0	0	0.0008878146763890982
AT4G29283	TEV_VPg	0	0	0.0010067836847156286
AT3G21950	TuMV_6K2	0	0	0.0004717936972156167
AT3G24450	TuMV_CI	0	0	0.008558022789657116
AT1G73960	TEV_VPg	0	0	0.002484760945662856
AT5G46930	TuMV_CP	0	0	0.0022521622013300657
AT4G22690	TEV_NIa-Pro	1	0	0.005583286285400391
AT5G17610	TuMV_P3	0	0	0.0005162355955690145
AT5G28410	TEV_VPg	0	0	0.0007188955205492675
AT3G22710	TuMV_NIb	0	0	0.029267990961670876
AT1G21620	TuMV_CP	0	0	0.0003817110846284777
AT3G60700	TuMV_NIb	0	0	0.004816990811377764
AT2G18710	CaLCuV_Q96707	0	0	0.08584009855985641
AT1G79760	CaMV_P03552	0	0	0.0016488047549501061
AT1G59690	TEV_VPg	0	0	0.001601659576408565
AT1G62240	TuMV_CP	0	0	0.001787798828445375
AT2G33520	TuMV_CP	0	0	0.0011672732653096318
AT2G46210	CaLCuV_Q96706	0	0	0.029615379869937897
AT5G20650	TEV_P3N-PIPO	0	0	0.0019444292411208153
AT4G30662	TEV_NIa-Pro	0	0	0.0008966411114670336
AT2G33730	TEV_P3N-PIPO	0	0	0.000647561508230865
AT2G21470	TEV_P3N-PIPO	0	0	0.00021529378136619925
AT4G38490	TEV_VPg	0	0	0.004759758245199919
AT5G43750	TuMV_P3	0	0	0.0027883241418749094
AT5G35080	TuMV_6K1	0	0	0.0012908561620861292
AT3G02065	TEV_P3N-PIPO	0	0	0.00021982674661558121
AT4G14250	TEV_VPg	0	0	0.0006511006504297256
AT1G49870	CaLCuV_Q96705	0	0	0.00041718847933225334
AT1G10800	TuMV_CI	0	0	0.002465671394020319
AT2G42340	CaMV_P03552	0	0	0.0005995738902129233
AT1G68330	TuMV_CI	0	0	0.00414347043260932
AT5G17200	TuMV_P3	0	0	0.0011753456201404333
AT2G41150	TEV_P3N-PIPO	0	0	0.000343881401931867
AT4G15730	TEV_NIa-Pro	0	0	0.0025506759993731976
AT5G15760	TuMV_NIb	1	0	0.22541746497154236
AT2G44020	CaLCuV_Q96707	1	1	0.8896039724349976
AT4G36360	TuMV_NIb	1	0	0.3756313920021057
AT5G64450	TuMV_6K2	0	0	0.0005109904450364411
AT3G13437	TEV_NIa-Pro	0	0	0.0003267589781899005
AT2G31340	TEV_NIa-Pro	0	0	0.008387978188693523
AT3G43980	TuMV_NIb	0	0	0.4278528690338135
AT2G15740	TuMV_P3	0	0	0.00035138550447300076
AT3G15351	TuMV_P3	0	0	0.00019605399575084448
AT3G52990	TEV_VPg	1	1	0.9157326221466064
AT1G20200	TuMV_6K2	0	0	0.006472243927419186
AT5G61980	TuMV_6K1	0	0	0.0008505401201546192
AT2G22250	TuMV_NIb	0	1	0.9315863251686096
AT5G52290	TEV_NIa-Pro	0	0	0.0015723821707069874
AT1G75200	CMV_Q00271	0	0	0.0024832698982208967
AT5G43970	TEV_NIa-Pro	0	0	0.04424215853214264
AT1G31070	TEV_VPg	0	0	0.00820807833224535
AT5G65170	TuMV_NIb	0	0	0.027108032256364822
AT1G75670	TuMV_CI	0	0	0.058660026639699936
AT1G22590	TuMV_CP	0	0	0.0008745872764848173
AT4G17570	CaLCuV_Q96707	0	0	0.007667441386729479
AT1G02410	TuMV_6K2	0	0	0.0010408320231363177
AT3G11165	TuMV_P3	0	0	0.0002028818998951465
AT1G71720	TEV_P3N-PIPO	0	0	0.0011818238999694586
AT5G15470	TuMV_NIb	1	0	0.08160580694675446
AT1G27740	TuMV_NIb	0	0	0.09553380310535431
AT2G19050	TEV_P3N-PIPO	0	0	0.0006804713630117476
AT1G06930	CaLCuV_Q96702	0	0	0.000505276897456497
AT2G46590	CaLCuV_Q96705	0	0	0.003193243406713009
AT4G32470	TuMV_6K1	0	0	0.00333202606998384
AT4G24690	CaMV_P03542	1	0	0.0029707627836614847
AT3G07890	TEV_VPg	0	0	0.0028507958631962538
AT2G12462	TuMV_CP	0	0	0.0004439706972334534
AT3G48208	TuMV_NIb	0	0	0.0024345291312783957
AT5G44265	TEV_NIa-Pro	0	0	0.0010798429138958454
AT3G30180	TuMV_NIb	0	0	0.10208165645599365
AT5G24313	TuMV_P3	0	0	0.0003665864060167223
AT3G55530	TEV_VPg	0	0	0.005552096292376518
AT1G11740	TEV_VPg	0	0	0.0012167802779003978
AT1G56090	TuMV_CI	0	0	0.005222362000495195
AT1G06680	TEV_VPg	1	1	0.8843708038330078
AT1G79490	TEV_VPg	0	0	0.0013635805808007717
AT5G58960	TuMV_NIb	0	0	0.03502088412642479
AT4G25850	TuMV_P3	0	0	0.0004159778472967446
AT4G30190	TuMV_6K2	1	0	0.015098297037184238
AT5G53440	TuMV_6K2	0	0	0.0009255943004973233
AT1G55070	TuMV_6K2	0	0	0.001139346743002534
AT5G21430	TEV_P3N-PIPO	0	0	0.0006065443740226328
AT3G43645	CaMV_P03552	0	0	0.0010656025260686874
AT5G41100	TuMV_CP	0	0	0.00031806505285203457
AT4G17850	TuMV_6K1	0	0	0.00015550878015346825
AT5G60060	CaLCuV_Q96706	0	0	0.010420599952340126
AT1G62250	TEV_NIa-Pro	0	0	0.0016615861095488071
AT3G14120	TEV_VPg	0	0	0.002939648227766156
AT3G60300	TEV_P3N-PIPO	0	0	0.0001994402555283159
AT2G36690	TuMV_6K2	0	0	0.003101123496890068
